,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1981-04-24 05:00:00 UTC,29.25,29.25,29,29,156500,0,1,0.43581407504306,0.43581407504306,0.43208916841876,0.43208916841876,8.764e+6
1981-04-27 04:00:00 UTC,28.87,28.87,28.75,28.75,172000,0,1,0.43015221697412,0.43015221697412,0.42836426179446,0.42836426179446,9.632e+6
1981-04-28 04:00:00 UTC,28.38,28.38,28.25,28.25,143700,0,1,0.4228513999905,0.4228513999905,0.42091444854586,0.42091444854586,8.0472e+6
1981-04-29 04:00:00 UTC,28,28,27.88,27.88,60900,0,1,0.41718954192156,0.41718954192156,0.4154015867419,0.4154015867419,3.4104e+6
1981-04-30 04:00:00 UTC,28.38,28.62,28.38,28.38,56300,0,1,0.4228513999905,0.42642731034982,0.4228513999905,0.4228513999905,3.1528e+6
1981-05-01 04:00:00 UTC,28.38,28.62,28.38,28.38,73900,0,1,0.4228513999905,0.42642731034982,0.4228513999905,0.4228513999905,4.1384e+6
1981-05-04 04:00:00 UTC,28.38,28.38,28.25,28.25,64500,0,1,0.4228513999905,0.4228513999905,0.42091444854586,0.42091444854586,3.612e+6
1981-05-05 04:00:00 UTC,28.25,28.25,28.12,28.12,78300,0,1,0.42091444854586,0.42091444854586,0.41897749710122,0.41897749710122,4.3848e+6
1981-05-06 04:00:00 UTC,27.5,27.5,27.38,27.38,84600,0,1,0.40973972867296,0.40973972867296,0.4079517734933,0.4079517734933,4.7376e+6
1981-05-07 04:00:00 UTC,27.75,27.88,27.75,27.75,41800,0,1,0.41346463529726,0.4154015867419,0.41346463529726,0.41346463529726,2.3408e+6
1981-05-08 04:00:00 UTC,28,28.12,28,28,35300,0,1,0.41718954192156,0.41897749710122,0.41718954192156,0.41718954192156,1.9768e+6
1981-05-11 04:00:00 UTC,27.5,27.5,27.38,27.38,53300,0,1,0.40973972867296,0.40973972867296,0.4079517734933,0.4079517734933,2.9848e+6
1981-05-12 04:00:00 UTC,27.38,27.75,27.38,27.38,19000,0,1,0.4079517734933,0.41346463529726,0.4079517734933,0.4079517734933,1.064e+6
1981-05-13 04:00:00 UTC,27.38,27.62,27.25,27.25,21900,0,1,0.4079517734933,0.41152768385263,0.40601482204866,0.40601482204866,1.2264e+6
1981-05-14 04:00:00 UTC,27.13,27.13,26.87,26.87,22000,0,1,0.404226866869,0.404226866869,0.40035296397973,0.40035296397973,1.232e+6
1981-05-15 04:00:00 UTC,27.5,27.88,27.5,27.5,21900,0,1,0.40973972867296,0.4154015867419,0.40973972867296,0.40973972867296,1.2264e+6
1981-05-18 04:00:00 UTC,28,28.25,28,28,18600,0,1,0.41718954192156,0.42091444854586,0.41718954192156,0.41718954192156,1.0416e+6
1981-05-19 04:00:00 UTC,27.62,27.62,27.5,27.5,113500,0,1,0.41152768385263,0.41152768385263,0.40973972867296,0.40973972867296,6.356e+6
1981-05-20 04:00:00 UTC,28.38,28.62,28.38,28.38,59300,0,1,0.4228513999905,0.42642731034982,0.4228513999905,0.4228513999905,3.3208e+6
